ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,recomendacao_numero,recomendacao_dia_assinatura,recomendacao_dia_encaminhamento,recomendacao_dia_feedback,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_destinatario,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,fator_nome,fator_aspecto,fator_condicionante,fator_area
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,FRASEOLOGIA DO ÓRGÃO ATS,DESEMPENHO DO SER HUMANO,PRESTAÇÃO DE SERVIÇOS DE TRÁFEGO AÉREO,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,INDISCIPLINA DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,MEMÓRIA,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,PERCEPÇÃO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,PLANEJAMENTO DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,PROCESSOS ORGANIZACIONAIS,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,SISTEMAS DE APOIO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 005,2016-01-11,2016-01-19,2016-05-06,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,SOBRECARGA DE TAREFAS,ASPECTO MÉDICO,,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,ATITUDE,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,CAPACITAÇÃO E TREINAMENTO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,CARACTERÍSTICAS DA TAREFA,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,CONDIÇÕES METEOROLÓGICAS ADVERSAS,ELEMENTOS RELACIONADOS AO AMBIENTE OPERACIONAL,,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,DESORIENTAÇÃO,ASPECTO MÉDICO,,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,DINÂMICA DE EQUIPE,ASPECTO PSICOLÓGICO,PSICOSSOCIAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,FADIGA,ASPECTO MÉDICO,,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,FRASEOLOGIA DO ÓRGÃO ATS,DESEMPENHO DO SER HUMANO,PRESTAÇÃO DE SERVIÇOS DE TRÁFEGO AÉREO,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,INDISCIPLINA DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,MEMÓRIA,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,PERCEPÇÃO,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,PLANEJAMENTO DE VOO,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,PROCESSOS ORGANIZACIONAIS,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,SISTEMAS DE APOIO,ASPECTO PSICOLÓGICO,ORGANIZACIONAL,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 006,2016-01-11,2016-01-19,2016-05-06,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,SOBRECARGA DE TAREFAS,ASPECTO MÉDICO,,FATOR HUMANO
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 007,2016-01-11,2016-01-19,2016-04-05,"Certificar-se de que o sistema DCERTA, bem como outros sistemas de gerenciamento de habilitações sejam atualizados, tão logo existam modificações nos seus regulamentos de referência.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,APLICAÇÃO DE COMANDOS,DESEMPENHO DO SER HUMANO,OPERAÇÃO DA AERONAVE,FATOR OPERACIONAL
ACIDENTE,-23.9597222222,-46.3269444444,SANTOS,SP,BRASIL,Fora de aerodromo,13/08/2014,13:03:00,,FINALIZADA,A-134/CENIPA/2014,SIM,2016-01-11,13,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,A-134/CENIPA/2014 - 007,2016-01-11,2016-01-19,2016-04-05,"Certificar-se de que o sistema DCERTA, bem como outros sistemas de gerenciamento de habilitações sejam atualizados, tão logo existam modificações nos seus regulamentos de referência.",ADOTADA,ANAC,AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL,PRAFA,AVIÃO,CESSNA AIRCRAFT,560XLS+,C56X,JATO,BIMOTOR,9163,9163,14.0,2010.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTOS DUMONT,BASE AÉREA DE SANTOS,CIRCUITO DE TRÁFEGO,PRIVADA,DESTRUÍDA,7,ATITUDE,ASPECTO PSICOLÓGICO,INDIVIDUAL,FATOR HUMANO
